epoch,train_loss,val_loss,frame_f1,mean_iou,segment_f1,epoch_time,epoch_nan_count
1,0.5516795192525024,0.44587409427683605,0.6795389229697205,0.5734546115008649,0.4776282193507196,222.29,0
2,0.47228365068440326,0.4074269255721255,0.7144746462382744,0.5814081689920539,0.5341758551983197,222.72,0
3,0.4462878579215612,0.38481030350943146,0.7307423933296905,0.6044460909299382,0.5506863405779641,222.89,0
4,0.4294490353058791,0.3695741924702337,0.7366738814146087,0.5927254949771952,0.5719559550303095,222.79,0
5,0.4187238124141004,0.3715042849071324,0.7422508096222594,0.6070234890105161,0.5833099325299399,222.84,0
6,0.4109056185261579,0.3574408030039386,0.7472165250646718,0.6002509567239066,0.5862017482954467,222.94,0
7,0.4045588642329676,0.3546022071356052,0.7465661032728503,0.6086728996547557,0.5809009689788941,222.74,0
8,0.3992188686679583,0.35346789219367664,0.7514479528239879,0.6049481845945612,0.5896009367843852,222.45,0
9,0.39404708609799854,0.3510717993210021,0.7534490111532403,0.613564939912049,0.5983150728156377,222.87,0
10,0.3901149112789426,0.34526999164862854,0.7537634720663408,0.6278263367479783,0.5908704961412518,222.65,0
11,0.38626706518698484,0.3448624952549213,0.7527342885936388,0.5976833344826387,0.5988109316538828,222.87,0
12,0.3822279048181372,0.34187226931221393,0.7477660332294923,0.6053024585905519,0.5963909555604909,222.81,0
13,0.37832398708269466,0.3401965861404805,0.7543221807013535,0.5989076988945218,0.5923747607331091,222.57,0
14,0.3751235252566403,0.33849228023992556,0.7616708266875235,0.6174876016582898,0.6023126883491925,222.6,0
15,0.3717769868526375,0.33729408389741655,0.7610713601559548,0.6140938267874669,0.6035115598930761,222.62,0
16,0.3678489523299504,0.3381848017636098,0.7569306207097782,0.609908023999057,0.6022775234227601,222.74,0
17,0.36433070852945093,0.3375996520595723,0.7570244258155924,0.610839263822535,0.5951773557100561,222.69,0
18,0.3612508950609481,0.33937057298853207,0.7576046443366221,0.613186368553303,0.6044996368248567,222.69,0
19,0.35744469810742885,0.33521907083003927,0.7608210409642276,0.6256338219609606,0.6042778870242745,222.7,0
20,0.3543474646503455,0.3386629081919397,0.7650170686521576,0.6127317136614947,0.6088662655042967,222.88,0
21,0.3502319108010852,0.34224535657190963,0.7561563617117653,0.6034249159097561,0.6031627215259951,222.62,0
22,0.3470457140065264,0.3384314967858556,0.749674043497954,0.606201541945509,0.5936834584029872,222.85,0
23,0.34277211179141887,0.3486140362526241,0.7550608393792942,0.6164598448336848,0.6040625164981804,222.82,0
24,0.33880982105620205,0.34104730458439964,0.7571597137859912,0.6061632411863906,0.6041780235074761,222.53,0
25,0.3353834986628499,0.3376802958940205,0.7563725794677861,0.6123849419834672,0.6019772466573461,222.73,0
26,0.33141848981176736,0.3379105355002378,0.7600228112688328,0.6189414717287125,0.6065051298793288,222.46,0
27,0.32788551787962206,0.34662884478702355,0.7580027605911968,0.6126466200061427,0.6063412768234863,222.75,0
28,0.3232903331518173,0.3441783829690202,0.7629947856562,0.6212333598597211,0.6139171342322167,222.75,0
29,0.31941854367323685,0.35579843059378236,0.7563578276463058,0.6154763329234008,0.6091306741637951,222.61,0
30,0.31572814064566046,0.3513432066936634,0.7556275516331054,0.6145278973912631,0.6131070227925682,222.77,0
31,0.3116459585580742,0.3562400249862357,0.7563573981668088,0.6072003515680866,0.6036700595115357,222.56,0
32,0.3081460490793688,0.35688611330758585,0.753488747937938,0.6024267934444676,0.5982378297111215,222.9,0
33,0.30468842468690127,0.3646048180709936,0.7530232691354439,0.6015870924569098,0.602118038775579,222.71,0
34,0.30071865880745463,0.3625599893643276,0.7551917371581489,0.6002269327357415,0.6021154242269181,222.71,0
35,0.2968565301052877,0.3697339439960687,0.7584019142209211,0.6100893083138814,0.6090165669582435,222.59,0
36,0.2930977782525588,0.36584930413549666,0.7545482579830881,0.6021887988850085,0.6007216189446847,222.73,0
37,0.2894311710188049,0.37175598821455713,0.756999443067439,0.6028164140022573,0.6067016159090027,222.42,0
38,0.28647197072859854,0.37725548970660094,0.7555491518882916,0.6079863716253173,0.6078988449434444,222.59,0
