epoch,train_loss,val_loss,frame_f1,mean_iou,segment_f1,epoch_time
1,6.595197516406258e+30,0.0,0.5831645261845334,0.49215581862122637,0.49215581862122637,112.48
2,0.0,0.0,0.5831645261845334,0.49215581862122637,0.49215581862122637,107.82
3,0.0,0.0,0.5831645261845334,0.49215581862122637,0.49215581862122637,106.91
4,0.0,0.0,0.5831645261845334,0.49215581862122637,0.49215581862122637,109.14
5,0.0,0.0,0.5831645261845334,0.49215581862122637,0.49215581862122637,107.83
6,0.0,0.0,0.5831645261845334,0.49215581862122637,0.49215581862122637,107.28
7,0.0,0.0,0.5831645261845334,0.49215581862122637,0.49215581862122637,105.17
8,0.0,0.0,0.5831645261845334,0.49215581862122637,0.49215581862122637,107.03
9,0.0,0.0,0.5831645261845334,0.49215581862122637,0.49215581862122637,105.09
10,0.0,0.0,0.5831645261845334,0.49215581862122637,0.49215581862122637,107.24
11,0.0,0.0,0.5831645261845334,0.49215581862122637,0.49215581862122637,108.64
