epoch,train_loss,val_loss,frame_f1,mean_iou,segment_f1,epoch_time
1,5.30734722191173e+29,0.4601307582497544,0.7125841495257008,0.7165206255902336,0.7131288046035367,692.47
2,4.605620046992718e+25,917049.3341501451,0.7291757111275136,0.7269149861822884,0.7210426782076073,694.62
3,7.667740865071483e+18,0.5944051609188897,0.73726786477387,0.7381704135416673,0.7294613387662818,693.24
4,12589.312528173758,0.4227674312223346,0.7426260826448737,0.7461288732427831,0.7369942616430496,694.85
5,185434000093.4367,267.4669236153928,0.7455556548278113,0.7476905642142051,0.7376937791567446,695.55
6,858532736297.666,0.4127216587700441,0.7502190849654569,0.7528196698901962,0.7426158140123741,694.95
7,7666.935996541321,3.56737727091671e+18,0.74782731813189,0.7487223619949134,0.7389632728648209,692.11
8,4.687303582797374e+27,0.40955003011632335,0.7461183916594007,0.7389565240123395,0.731378965771648,697.5
9,2294.7504002847877,0.41315715484966403,0.746772018590055,0.7486285098789702,0.7392505723806309,696.41
10,2789021554.142312,0.4115515548722123,0.7506477860012138,0.754441078226826,0.7445142978059187,698.29
11,9784.921406009378,0.4154196511776154,0.7489746219619906,0.7560166491199767,0.7462027157094331,693.21
12,20680986.002432637,0.41969724346778753,0.7514760505187387,0.7558130789472686,0.7454587895196493,694.11
13,151361037.01121166,0.42167148926294057,0.7527520611872078,0.7593560464820812,0.7488782192469791,694.4
14,263828901.45884857,0.4261434118886625,0.7495247956409767,0.7592329928285798,0.7485987625290624,694.44
15,6.245385959250549e+22,0.43193973911059513,0.7461583350681337,0.7557697074424152,0.7456791251318177,693.29
16,1656464194215.0256,0.43000967592496303,0.7504144817278225,0.7578329705082439,0.7469348234135973,692.51
17,5.872444717189002e+18,0.447934243650469,0.746752029418616,0.7613735842879914,0.7496841319224751,695.3
18,228725813584.60223,0.44010195061777474,0.7482278693212914,0.7587885577203668,0.7482858279196262,696.66
19,1.3996936013426884,0.4498777224636973,0.7486602282889493,0.7611628810324491,0.7505894446845813,694.38
20,2017.1856358227749,0.4496630141037398,0.7500179803248994,0.7616476671838218,0.7504629798808838,695.67
21,0.4333582144370469,0.47677575786126697,0.743799761647968,0.7599552226845465,0.7488102002897415,697.0
22,1.5260501897296804e+27,6803.171000285481,0.7480056649517426,0.7622126606922941,0.7507105748206503,701.28
23,143.85794184881948,0.4757146231558634,0.7497874057390832,0.7628347560587312,0.7522973740663773,697.5
24,2.3567946981159418,0.49042171883646113,0.7442635299295262,0.7627640123991279,0.7519766631003368,693.26
25,285.05827175605384,0.4891001053709532,0.7481728762830436,0.7624272325373156,0.751667152659141,692.54
26,1.2729110565091044,0.5142689610740662,0.7429719267588296,0.7609912192329212,0.7496172830701597,695.94
27,5430.229908177536,0.5071399949280311,0.747053727226193,0.761497061431089,0.7507030973362713,694.71
28,32.40280337458035,0.5362656175147775,0.7464149444786761,0.7611217296135773,0.7504343144398193,695.97
29,263452.2121825654,0.5521849106885048,0.7451782626455447,0.7601525730070976,0.7498269307207946,694.22
30,0.23905004343018627,0.5604738459249362,0.7444368661228763,0.7595544964084379,0.7492344261593133,696.76
31,0.2461954936234904,0.5718246513816637,0.7448068550477318,0.7593053079072788,0.7492721273317388,694.66
32,0.23036458545578745,0.5672726158309123,0.7450440562347395,0.7592949146135378,0.7485004207897192,697.36
33,0.2216036013497888,0.5868387806170172,0.741547362604299,0.7565183005857635,0.747040657913137,695.57
