epoch,train_loss,val_loss,frame_f1,mean_iou,segment_f1,epoch_time,epoch_nan_count
1,0.5338319800245778,0.39722922032878333,0.7677853663647264,0.6950442548594232,0.6593431015332677,246.51,0
2,0.44483009012263647,0.3729278014151213,0.7854049856150828,0.7110094454932715,0.6802358666780304,246.98,0
3,0.42355495897820405,0.363431394841157,0.7895969847735044,0.7075283815450139,0.6966072244266399,246.64,0
4,4704.042169767249,0.3539641389538333,0.7957530580584151,0.7205878682338251,0.7024935029170165,246.47,1
5,30950.704565241605,0.3455219712531952,0.7998133383452334,0.7187775686596071,0.7045281509358898,246.65,0
6,305755350.4135291,0.34718165898812003,0.7968040007607146,0.71862125086587,0.7029745562609928,246.48,0
7,51015050184079.45,0.34422374852422494,0.8021057995583459,0.7182764033642938,0.7083401874253846,246.65,0
8,128162.42564666558,0.3459724596957401,0.8031525294959263,0.7231741264231615,0.7098112253733522,246.57,0
9,2.892909694165795e+21,0.34019159048880654,0.805832638102249,0.7234056183683262,0.7165634985943317,246.65,0
10,3847472.903809965,0.3410615430221279,0.8026814666815039,0.721021378524907,0.7113678962981834,246.4,0
11,1.5334448536949866e+22,0.3401394214545911,0.8048103884951437,0.7187575723973041,0.7127901592434863,246.45,0
12,1.248564240285073e+16,0.3361775601087838,0.8071721677502847,0.7261762732079226,0.7168362599622847,246.57,0
13,896182616176058.5,0.33896773359137533,0.807524614827474,0.7266379842550437,0.7170959593157088,246.7,0
14,1521110201410626.2,0.3451345617324625,0.804133331561962,0.7253735565757484,0.7133688788815267,246.63,0
15,2236053087.034294,0.3451351517116711,0.8040639108569286,0.7238091033025494,0.715293937468983,246.6,0
16,1417979411487.978,0.35169359426407865,0.8035384596448658,0.7225934933907872,0.7137103420832587,246.6,0
17,4202187708.1346555,0.3523447959098514,0.8044158938409459,0.7167746880148301,0.7151388694865455,246.6,0
18,1.6792797978529302e+24,0.35138827088224855,0.8024267678848809,0.7199024445005224,0.7112308490036757,246.51,0
19,0.7705274132536117,0.35683093946584055,0.8055790797988939,0.7208650566514331,0.7162183665982252,246.68,0
20,535.3411781197615,0.3615208358091078,0.8033917685149174,0.7188620932989557,0.7172483834683315,246.69,0
21,1161786923565.984,0.36756149526353193,0.7993212928052916,0.7144487976192553,0.7144418113490669,246.51,0
22,606477871264650.4,0.3658166936079704,0.8027323176220054,0.7184465582737962,0.7166102357259514,246.65,0
23,14476671.685904695,0.369346917767711,0.8016474499976698,0.7176520434405662,0.7141352227868959,246.59,0
