frame_idx,left_wrist_speed,right_wrist_speed,left_wrist_accel,right_wrist_accel,left_dir_change,right_dir_change,inter_hand_distance,left_dist_to_rest,right_dist_to_rest,left_dist_to_face,right_dist_to_face,left_hand_spread,right_hand_spread,activation_ratio
0,0.0,0.0,0.0,0.0,0.04964708164334297,0.31089648604393005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.04964708164334297,0.31089648604393005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.14326177537441254,0.0,-0.8647487759590149,0.0,-0.989835262298584,0.31089648604393005,0.0,0.660399854183197,0.0,0.8689477443695068,0.0,0.13845208287239075,0.0,0.0
3,0.9878121018409729,0.0,0.8445503115653992,0.0,0.051187410950660706,0.31089648604393005,0.0,0.6684773564338684,0.0,0.8631992340087891,0.0,0.11256235837936401,0.0,0.0
4,0.016688909381628036,0.0,-0.9711231589317322,0.0,0.9931216239929199,0.31089648604393005,0.0,0.6648386120796204,0.0,0.8198297619819641,0.0,0.1217954233288765,0.0,0.0
5,0.021910300478339195,0.0,0.0052213906310498714,0.0,0.8890100717544556,0.31089648604393005,0.0,0.6759303212165833,0.0,0.7935404777526855,0.0,0.11839348077774048,0.0,0.0
6,0.0751471221446991,0.0,0.05323681980371475,0.0,0.9983711242675781,0.31089648604393005,0.0,0.732512354850769,0.0,0.7749597430229187,0.0,0.13366444408893585,0.0,0.0
7,0.20510096848011017,0.0,0.12995384633541107,0.0,0.786596417427063,0.31089648604393005,0.0,0.8839187622070312,0.0,0.683482825756073,0.0,0.1339491456747055,0.0,0.0
8,0.3588356077671051,0.12538518011569977,0.15373463928699493,-0.22450824081897736,0.9996899962425232,-0.9365677237510681,1.15397310256958,1.0853736400604248,1.039153814315796,0.5970651507377625,0.8953960537910461,0.13260693848133087,0.0,0.2589368224143982
9,0.2650546729564667,0.38332727551460266,-0.09378092736005783,0.2579420804977417,0.8670129179954529,0.7400475740432739,1.2084767818450928,1.1690421104431152,1.0872695446014404,0.7002508044242859,0.8608339428901672,0.15258021652698517,0.0,0.5911968350410461
10,0.16984711587429047,0.05993790179491043,-0.09520754963159561,-0.3233893811702728,0.7969316244125366,0.9246467351913452,1.2661209106445312,1.2810368537902832,1.1148161888122559,0.7758904099464417,0.8458969593048096,0.16591402888298035,0.0,0.2608320116996765
11,0.2020016312599182,0.012477679178118706,0.03215451538562775,-0.047460220754146576,0.9999054670333862,-0.8927741050720215,1.2970377206802368,1.3733919858932495,1.1022827625274658,0.7574855089187622,0.8455280065536499,0.14127878844738007,0.0,0.05817389860749245
12,0.13573680818080902,0.10713756084442139,-0.06626482307910919,0.09465987980365753,0.9609763026237488,0.9971116781234741,1.2587714195251465,1.4225499629974365,1.0511966943740845,0.8375753164291382,0.8446568846702576,0.13395795226097107,0.0,0.4411051869392395
13,0.06861270219087601,0.18939027190208435,-0.06712411344051361,0.08225271850824356,0.7447133660316467,0.9985101222991943,1.1946369409561157,1.43510103225708,0.9920293092727661,0.8279070258140564,0.8564026951789856,0.12102976441383362,0.0,0.7340339422225952
14,0.025615163147449493,0.020256487652659416,-0.042997539043426514,-0.16913378238677979,-0.269663006067276,-0.9970274567604065,1.2298004627227783,1.428198218345642,1.039655089378357,0.8434090614318848,0.8374936580657959,0.10116539150476456,0.0,0.44149431586265564
15,0.02522854693233967,0.015142874792218208,-0.0003866159822791815,-0.005113612860441208,0.7440198659896851,-0.9994592666625977,1.163272500038147,1.41851007938385,0.9818894863128662,0.7960774302482605,0.8408459424972534,0.0753449946641922,0.0,0.3749960660934448
16,0.018212461844086647,0.08319199085235596,-0.007016084156930447,0.0680491179227829,-0.3408762514591217,-0.9986975193023682,1.1771732568740845,1.4330428838729858,0.9930576086044312,0.7804586887359619,0.8266788721084595,0.08895719051361084,0.0,0.8203169107437134
17,0.009178255684673786,0.0502522774040699,-0.009034206159412861,-0.032939713448286057,-0.7262135148048401,0.9989694952964783,1.194515585899353,1.4296698570251465,1.0105268955230713,0.7751843333244324,0.8161308169364929,0.08331497758626938,0.0,0.8454210162162781
18,0.029882391914725304,0.05941639840602875,0.020704135298728943,0.009164122864603996,0.4722100794315338,0.9994051456451416,1.1922513246536255,1.4052464962005615,1.0248314142227173,0.7916876077651978,0.8159753084182739,0.10239792615175247,0.0,0.6652917265892029
19,0.05286994203925133,0.02727057971060276,0.022987550124526024,-0.032145820558071136,0.92928546667099,0.6642361283302307,1.1694352626800537,1.3787332773208618,1.0242595672607422,0.8543343544006348,0.8301172852516174,0.10583971440792084,0.0,0.34024205803871155
20,0.13555553555488586,0.1014329269528389,0.08268558979034424,0.07416234910488129,0.9299119114875793,-0.7057204246520996,1.0455957651138306,1.2703427076339722,0.975426197052002,0.8252129554748535,0.8464787006378174,0.1721472144126892,0.0,0.42798981070518494
21,0.22023287415504456,0.017355624586343765,0.08467734605073929,-0.08407730609178543,0.9953701496124268,-0.9977947473526001,1.044448733329773,1.1537541151046753,1.0532159805297852,0.8431897759437561,0.8177964687347412,0.13682949542999268,0.0,0.07304602116346359
22,0.22154000401496887,0.13238155841827393,0.0013071289286017418,0.11502593010663986,0.9993278384208679,0.8210127949714661,1.0051273107528687,1.0008646249771118,1.0372862815856934,0.6663298606872559,0.8131515979766846,0.1111530065536499,0.0,0.3740314841270447
23,0.22622838616371155,0.2659356892108917,0.004688379820436239,0.1335541307926178,0.9999334812164307,0.812919020652771,1.143254280090332,0.8737466931343079,1.2025576829910278,0.6841858625411987,0.8845950365066528,0.11703111976385117,0.0,0.5403285026550293
24,0.21904586255550385,0.15615496039390564,-0.007182527799159288,-0.10978072881698608,0.9960192441940308,-0.9960649013519287,1.0456393957138062,0.7374609112739563,1.1095893383026123,0.6631678938865662,0.9019908905029297,0.1299348771572113,0.0,0.41617923974990845
25,0.15700404345989227,0.9410879611968994,-0.062041811645030975,0.7849329710006714,0.9686874747276306,0.9495760202407837,0.406942754983902,0.637711763381958,0.5835452079772949,0.7269240021705627,0.8231443166732788,0.1278667002916336,0.14156615734100342,0.8570132255554199
26,0.050807323306798935,0.858262836933136,-0.10619672387838364,-0.08282509446144104,-0.46882444620132446,0.08779159188270569,0.3927128314971924,0.6216955184936523,0.605377733707428,0.6844368577003479,0.7301227450370789,0.13402505218982697,0.1284770369529724,0.9441002607345581
27,0.11655638366937637,0.12659646570682526,0.06574906408786774,-0.7316663861274719,0.7809792757034302,0.7796181440353394,0.4483436644077301,0.7525750994682312,0.6893179416656494,0.6437411904335022,0.7226434946060181,0.1326575130224228,0.12073251605033875,0.5206242203712463
28,0.174007385969162,0.16547293961048126,0.057450998574495316,0.03887647017836571,0.9589274525642395,0.9535350799560547,0.49212324619293213,0.8311179280281067,0.796807050704956,0.6456831693649292,0.6888869404792786,0.13198204338550568,0.12134815007448196,0.48741579055786133
29,0.17205576598644257,0.2364867776632309,-0.0019516188185662031,0.07101383805274963,0.9566722512245178,0.9986100792884827,0.5242420434951782,0.9560425281524658,0.9464543461799622,0.728642463684082,0.7487301230430603,0.15813519060611725,0.13300330936908722,0.5788405537605286
30,0.201251819729805,0.22494404017925262,0.029196057468652725,-0.011542744003236294,0.9976593852043152,0.9994704723358154,0.562846302986145,1.0744887590408325,1.0637046098709106,0.8783125281333923,0.8909650444984436,0.1847781091928482,0.18000556528568268,0.5277826189994812
31,0.14729803800582886,0.18054403364658356,-0.053953785449266434,-0.04440000280737877,0.9810985326766968,0.9557605385780334,0.5521274209022522,1.137814998626709,1.1607924699783325,0.8407434225082397,0.8419243097305298,0.1836778223514557,0.16837133467197418,0.5506874918937683
32,0.05871305614709854,0.12334582954645157,-0.08858498185873032,-0.05719820037484169,0.6330178380012512,0.987704873085022,0.5333899259567261,1.1662181615829468,1.2119324207305908,0.8007605671882629,0.8006023168563843,0.1788446456193924,0.16325214505195618,0.677467942237854
33,0.01892959140241146,0.0377349816262722,-0.03978346288204193,-0.08561085164546967,0.3427225947380066,0.038351401686668396,0.5102282762527466,1.1788235902786255,1.2258358001708984,0.8019349575042725,0.8001351952552795,0.1684369593858719,0.16039633750915527,0.6658185720443726
34,0.037219393998384476,0.045033086091279984,0.018289804458618164,0.007298104930669069,0.7283971309661865,0.3679887056350708,0.4957735538482666,1.1460667848587036,1.187404990196228,0.7942770719528198,0.7939866781234741,0.15557338297367096,0.1569206863641739,0.5474316477775574
