epoch,train_loss,val_loss,frame_f1,mean_iou,segment_f1,epoch_time
1,nan,nan,0.37786400233584655,0.3093753007011917,0.3087752348253393,686.18
2,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,686.9
3,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,688.24
4,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,689.69
5,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,689.26
6,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,688.46
7,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,687.52
8,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,688.29
9,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,688.34
10,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,690.04
11,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,690.15
12,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,690.37
13,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,690.27
14,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,690.43
15,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,689.98
16,nan,nan,0.4757357208972033,0.3086748491782817,0.3086748491782817,689.37
