epoch,train_loss,val_loss,frame_f1,mean_iou,segment_f1,epoch_time
1,0.4802373760594439,0.4911902307745392,0.609640840998405,0.3803025320618218,0.3803025320618218,77.86
2,0.45624595610246504,0.4687946277757339,0.6270511707902591,0.3803025320618218,0.3803025320618218,78.15
3,0.44466261368285964,0.46174452171766067,0.6382479453369313,0.5132676628103966,0.40166839485401823,77.42
4,0.4333281772977657,0.4481749012803517,0.6461774783630999,0.527000659914461,0.4055571209887219,77.91
5,0.4223439301398177,0.4314995064764354,0.6491520236852241,0.472222234155825,0.39214358076008693,77.44
6,0.413368919185399,0.4217132015885257,0.6758160161464846,0.6070608369865491,0.45437556468002116,77.94
7,0.40532660297076506,0.4119396786660132,0.6742888986947766,0.6123679171976142,0.4473197513272831,77.82
8,0.39893873701184485,0.41008026322797236,0.6744880211721077,0.6125661335182185,0.4409975568335954,78.17
9,0.39325819183540983,0.40260207937728476,0.6805864564792667,0.623888492440543,0.45337692685801817,77.89
10,0.38837291023980997,0.4025046035902223,0.6891500522408214,0.6318776589839737,0.47522536025908935,78.25
11,0.3840160702554659,0.40153617121531626,0.6883612191049187,0.635704908210705,0.47040129992089524,78.12
12,0.3798512192686249,0.3985421946018646,0.6919613397187553,0.6422802291653629,0.47597077843821073,78.15
13,0.37599927847269865,0.39713307321890506,0.6962929217076154,0.6517526961024784,0.4858904064368873,77.99
14,0.3731649253459013,0.39896855697315675,0.6963076704310946,0.6497932484217369,0.4818313801083243,78.12
15,0.3697696773381823,0.3974989724426171,0.7015443296421409,0.6525457443943544,0.5006445885249018,78.22
16,0.3667631826849435,0.39706815864885925,0.7057690890698067,0.650662821974681,0.5102812867923646,78.15
17,0.3634943492381952,0.39049267357663225,0.7068280132191361,0.6589222627274347,0.5099298377700209,77.91
18,0.3608339197189913,0.3958525157587363,0.7004447540689289,0.6583352493858708,0.4988890837823522,78.23
19,0.3579895501449332,0.3966390187141676,0.7053123539894247,0.6603343188562685,0.5076554045588475,78.31
20,0.3553454310277037,0.3986254783492081,0.7048626051745882,0.6560220838496233,0.5040142161774956,78.21
21,0.35234908751378,0.4026129065841385,0.7023244708727998,0.6643666629964474,0.5001682218984795,78.09
22,0.3493318532464363,0.40476461296874827,0.7068942420205487,0.6575591618510864,0.5089261157561361,78.16
23,0.3468040309395604,0.4053891826029305,0.7059870756300257,0.6640735077134555,0.5069298623675254,77.97
24,0.3439345559666341,0.4086824486496873,0.7075385740639603,0.6656059616806522,0.5145647986696706,78.41
25,0.3417683077713413,0.3977412497549895,0.7063400879249557,0.6659385927994138,0.5077749430083192,77.78
26,0.33895869533197864,0.407134306784982,0.7072692315965032,0.6676222209972063,0.5131226638266059,78.29
27,0.3364509115243159,0.40790648424328463,0.7097738520528484,0.6644581868539474,0.516729372655377,77.73
28,0.3341083050604415,0.40708998059635443,0.7097614734956168,0.6643761464056444,0.5205405126211904,78.14
29,0.3315196189049954,0.4068640158607183,0.7132340809372516,0.6689556760216006,0.5289732542374144,77.99
30,0.3293137797459882,0.4132752750343747,0.7092923017888566,0.6667462176550442,0.517693390270979,78.12
31,0.32722810876366015,0.4171410725752058,0.7090194780219665,0.6628731862528605,0.5184423682601049,78.34
32,0.3251161848768393,0.422164641493877,0.711723111750604,0.6664440001469624,0.5256625725717379,77.96
33,0.322768295981591,0.4144246044674591,0.7099706486560338,0.6686149320611355,0.5262111206704103,78.41
34,0.3210514991139335,0.42013165772823174,0.708911835098052,0.668695853519839,0.5205499019901872,78.31
35,0.31945278874133054,0.42230759972720644,0.7110813672034927,0.6689870322218103,0.5216977378960121,78.07
36,0.3175070331352468,0.42711677079877614,0.7107125796374809,0.6687638738574234,0.5258740975406287,78.75
37,0.31595906808981006,0.42575212270979346,0.7100430621379735,0.6682634056113108,0.5221166485932278,78.22
38,0.3141047545101708,0.4296681227299711,0.7099593077002261,0.6717700844810981,0.5255786176189815,78.44
39,0.31330993815227365,0.42979979274285407,0.7115855895365064,0.6678288707463003,0.5279070023720047,78.61
