epoch,train_loss,val_loss,frame_f1,mean_iou,segment_f1
1,0.04571240898677746,0.04100169071269439,0.45799502582828355,0.2389122954855946,0.23414992856375658
2,8.912308295298874e+16,553051.3033158137,0.46186614684225846,0.2359817436910199,0.23432906863934028
3,2.6307242897905234e+19,0.03710735915578846,0.473656102776643,0.249861546731706,0.23494360599405295
4,0.03662520542779408,3.2257939146063893e+21,0.487533429431952,0.25944934256855534,0.23586089436957974
5,9.77398240439993e+26,0.03587759789639622,0.48934822057719124,0.2575671014945303,0.23542710968243294
6,0.03571533523464888,0.03541248094612606,0.49272800661436755,0.35360674725152014,0.24540000953005944
7,0.03516342580711325,0.0348253792319867,0.49998287050477497,0.3650826565231207,0.2497606839864291
8,0.034720147123276174,0.036384669545673785,0.4777809036863877,0.260051766482348,0.23599772775146136
9,0.034373315510720634,0.03416028676232449,0.5093861031490291,0.4301150260843124,0.2657311907299437
10,0.03395096654433708,0.033830961268535235,0.5144879974023955,0.41909419908065654,0.26070379538398775
11,0.03361850088416632,0.03394848014809247,0.5135552651614403,0.45791310673834484,0.2906519338967743
12,0.03336586850728636,57.154822267868546,0.5160002235460917,0.4543746834714748,0.2802373142571132
13,0.03385255255397907,0.03298757847440534,0.5218294175149203,0.4579304078526064,0.2832991759403846
14,0.03278205390289959,0.032915845352288024,0.5133867627216806,0.44206478183876896,0.27089127193656226
15,0.03253897994654972,0.035209066434098144,0.5188675210674029,0.44090033899070413,0.2747428181123432
16,0.03230648011183138,0.3581214680273394,0.5189961523833067,0.4477520077505309,0.2798448951515373
17,0.032086047180796745,3567.584017006232,0.531104540008817,0.47567882598835365,0.3015250190796471
18,0.03186396535279022,1627997.2651262032,0.5340853227153423,0.48264539762654907,0.31513354434557594
19,0.031671729586008245,0.11699027458513926,0.5255041084727702,0.4599002171517505,0.2858933602301669
20,0.035494772017549324,0.031944133926014924,0.5297320007636729,0.47374684236193443,0.2998189172606852
21,0.03132378451417423,8.770085143461067,0.5383211442559762,0.4816675466254034,0.32140294638657574
22,0.031167803423412552,221.84069729299122,0.5317678258994992,0.4822116756643439,0.3012706358322817
23,0.031046523990569085,1381.0854308872338,0.5343539851508794,0.4865980560035907,0.32045146480352293
24,0.030916741280948037,31447.655548061157,0.5357503600991376,0.48628949488441964,0.31798492673138784
25,0.030830630089863153,46969.75698871594,0.5360272856468505,0.4830599242994684,0.3070632116721235
26,0.030737167228672743,37991.151716523025,0.5399284116274263,0.49230806764879936,0.32270106305517227
27,0.030678718207884585,163283.3396896084,0.5377942746496749,0.49162727698645053,0.3198126585986618
28,0.030627509805315967,24971.608469000214,0.5363689050054823,0.4876974734204792,0.3160167340990633
29,0.03059474782134264,65532.42988690051,0.5365144856168841,0.48736141225281643,0.31598321068157514
30,0.030575196317479493,89793.74567971051,0.5376122725998084,0.48970108947604957,0.3179670722390909
