epoch,train_loss,val_loss,frame_f1,mean_iou,segment_f1,epoch_time,epoch_nan_count
1,8.953545298965572e+21,0.48983789447201925,0.7248525868527482,0.7255968789712431,0.71689923127085,586.41,0
2,0.5169240622675902,0.45896047920198757,0.7437570907340914,0.7417812391961099,0.7336255103386224,586.26,0
3,1.4779793325637886e+21,0.44731561841609935,0.7504702625881906,0.7439460446926459,0.7427911838414898,587.54,0
4,18461775.990594406,0.4415219421070491,0.7566705429663755,0.7499793016763566,0.743888947367057,586.74,0
5,0.44198641650985343,0.4384101179814086,0.7611321061025133,0.7487874293973765,0.7485702128414592,587.32,0
6,5141.152180852939,3384340.205811902,0.7621904019830318,0.7538980736527153,0.7487731790859635,586.5,0
7,7.1077250474300744e+16,0.42625919568006376,0.7661796844316012,0.7569074151915028,0.7532947578227912,586.74,0
8,103.52567715812121,0.4286370551117775,0.7648966549219901,0.7577566748129709,0.7529708361443518,586.94,0
9,70788.72797653348,0.4349083884709512,0.7677114090367657,0.7585544160173597,0.7549413457216019,585.7,0
10,22.185323902313797,0.42675830468447296,0.7662217414349376,0.7593563793461052,0.7564623607014892,586.12,0
11,0.4145510620770988,0.4287659182063292,0.7690114152624771,0.7555855191474126,0.7560850248951032,586.91,0
12,0.41367964322221495,839161120950.7428,0.7692115400155385,0.7586330158085007,0.7585564474335336,586.39,0
13,1.6731430437143299e+22,0.5224550840155526,0.7682676331472464,0.7605075431890086,0.7584135145238785,587.61,0
14,0.8916083698372013,0.42204952557982595,0.7720119412734269,0.759727271975616,0.7581919608651972,589.52,0
15,0.4018279049176245,0.4274204930605084,0.7702592459818213,0.7607597098682378,0.7573379269566235,586.78,0
16,1.161251011022486,0.4200877787223848,0.7718792617533392,0.7602387325908834,0.7566486225104369,585.72,0
17,550444239.7564431,0.42028043295160056,0.7718118288561489,0.7592202897646316,0.759030280625198,586.41,0
18,0.6087400289858231,0.4269057780112407,0.7722475082891153,0.7591880899038256,0.7586559151749119,587.37,0
19,0.3976542513829551,0.42388050276545713,0.772781573746116,0.7613333655388,0.7589527430811193,587.12,0
20,0.38695421285712195,102766895985733.84,0.7717250175543197,0.7605388476754285,0.7587195928095244,585.98,0
21,0.5103669978082549,0.42601264299085007,0.7720642763564927,0.7601282271990764,0.7588141348383415,586.84,0
22,3.595171303491552e+21,0.5198157102792953,0.7721967832782958,0.7596420855871557,0.7593690167966882,586.17,0
23,51723747211.35039,0.4568436485287809,0.7700975462091407,0.7606142745000755,0.7596054720749197,586.99,0
24,0.37421686796573783,19291574980.12078,0.7713096848593246,0.7573865707788409,0.7568819377936926,586.04,0
25,0.3710776564689833,0.437570143770247,0.7698618883377807,0.758927113704151,0.7574469966714107,586.57,0
26,13453243.928746197,2.7121804034889797e+20,0.770698086486938,0.7575037064283441,0.7574582176630171,585.92,0
27,0.3660761318919511,12511286299.289541,0.7689778307401802,0.7571849152307755,0.7571017865422162,586.99,0
28,0.8056191705453265,0.6333300188435615,0.7686391733089754,0.7565447085302375,0.7559773543781048,586.82,0
29,501406.4490357695,265895.9524339924,0.7701863086715108,0.7592431860145223,0.7573106997871528,586.87,0
